Dataset,ClustalW_Time,ClustalW_Memory,MUSCLE_Time,MUSCLE_Memory,T-Coffee_Time,T-Coffee_Memory
BB12001.tfa,0.30168938636779785,3821568,0.30229616165161133,185610240,5.114439487457275,52133888
BB12002.tfa,0.10120105743408203,446464,0.10128641128540039,344064,0.4020802974700928,43646976
BB12003.tfa,0.10142970085144043,348160,0.10142755508422852,344064,0.20164132118225098,43708416
BB12004.tfa,0.20192241668701172,3637248,0.20197129249572754,80863232,3.0084450244903564,48812032
BB12005.tfa,0.10163283348083496,348160,0.10157346725463867,0,0.9038102626800537,48246784
BB12006.tfa,0.10153365135192871,344064,0.10166525840759277,348160,0.3020493984222412,45920256
BB12007.tfa,0.7022106647491455,4026368,0.8058226108551025,484261888,12.231703042984009,57651200
BB12008.tfa,0.3017139434814453,3645440,0.40479159355163574,208564224,6.517894983291626,54210560
BB12009.tfa,0.1015920639038086,176128,0.1015479564666748,339968,0.20195651054382324,43810816
BB12010.tfa,0.10156488418579102,344064,0.10090422630310059,339968,1.3048856258392334,47394816
BB12011.tfa,1.0031561851501465,4259840,1.2071950435638428,501657600,21.05367922782898,60293120
BB12012.tfa,0.10124707221984863,348160,0.10111474990844727,176128,0.5026805400848389,43646976
BB12013.tfa,0.40244579315185547,3899392,0.4025588035583496,233717760,6.019598722457886,51986432
BB12014.tfa,0.1015770435333252,335872,0.10128116607666016,348160,0.30196166038513184,44969984
BB12015.tfa,0.10151028633117676,344064,0.2018568515777588,42389504,1.3043715953826904,48664576
BB12016.tfa,0.10156798362731934,176128,0.30179738998413086,39366656,1.1044669151306152,50601984
BB12017.tfa,0.2012927532196045,3555328,0.20402240753173828,46485504,2.2074708938598633,49700864
BB12018.tfa,0.20174074172973633,4005888,0.3021070957183838,91680768,2.006848096847534,52912128
BB12019.tfa,0.20157217979431152,3952640,0.3019742965698242,104660992,2.609097480773926,50524160
BB12020.tfa,0.10170435905456543,339968,0.10172009468078613,348160,0.20178699493408203,44937216
BB12021.tfa,0.10155630111694336,462848,0.10147309303283691,348160,0.2018270492553711,44494848
BB12022.tfa,0.10147261619567871,348160,0.10141324996948242,348160,0.402116060256958,46600192
BB12023.tfa,0.2016909122467041,3760128,0.3022575378417969,25686016,2.3080713748931885,50446336
BB12024.tfa,0.10165095329284668,348160,0.1015326976776123,0,0.30269384384155273,43831296
BB12025.tfa,0.10160255432128906,335872,0.10144376754760742,344064,0.30233311653137207,45740032
BB12026.tfa,0.2012631893157959,3371008,0.30251026153564453,90075136,4.913069248199463,50626560
BB12027.tfa,0.40232181549072266,3952640,0.4027867317199707,254451712,7.422082185745239,51916800
BB12028.tfa,0.10154485702514648,344064,0.10090279579162598,335872,1.2044310569763184,47050752
BB12029.tfa,0.301708459854126,3739648,0.30359578132629395,154238976,5.716800689697266,50790400
BB12030.tfa,0.3017420768737793,4005888,0.5027902126312256,205598720,4.11323094367981,53555200
BB12031.tfa,0.9032039642333984,4128768,0.9078593254089355,426315776,16.141567707061768,56446976
BB12032.tfa,0.10137796401977539,176128,0.10125207901000977,344064,0.20193147659301758,43675648
BB12033.tfa,0.10143542289733887,344064,0.2049415111541748,35164160,2.106963634490967,50819072
BB12034.tfa,0.10117554664611816,462848,0.10154223442077637,339968,0.40244007110595703,43679744
BB12035.tfa,0.40241098403930664,3350528,0.504401445388794,157282304,10.52544116973877,57114624
BB12036.tfa,0.10156440734863281,462848,0.10166716575622559,348160,0.6031105518341064,46268416
BB12037.tfa,0.7030560970306396,4911104,1.7094752788543701,432910336,17.345139741897583,60772352
BB12038.tfa,0.30203843116760254,4513792,0.5025515556335449,212774912,4.111922025680542,51879936
BB12039.tfa,0.10125255584716797,327680,0.10121035575866699,176128,0.4026365280151367,45969408
BB12040.tfa,0.1015024185180664,172032,0.10118889808654785,159744,0.20157337188720703,43589632
BB12041.tfa,0.10155010223388672,323584,0.10166168212890625,348160,0.30230116844177246,45506560
BB12042.tfa,0.10149526596069336,176128,0.20176029205322266,10760192,0.9036359786987305,49754112
BB12043.tfa,0.8029122352600098,3891200,1.5089054107666016,377024512,24.763577938079834,67272704
BB12044.tfa,0.4019935131072998,3743744,0.40398287773132324,275083264,7.822491407394409,53157888
