Dataset,ClustalW_Time,ClustalW_Memory,MUSCLE_Time,MUSCLE_Memory,T-Coffee_Time,T-Coffee_Memory
BBS20001.tfa,0.10142183303833008,348160,0.10150432586669922,176128,0.5027070045471191,45416448
BBS20002.tfa,0.10166406631469727,331776,0.10157966613769531,327680,0.4024193286895752,45944832
BBS20003.tfa,6.814568281173706,3899392,6.043697834014893,253784064,193.58635663986206,121081856
BBS20004.tfa,3.7101378440856934,4132864,2.8215537071228027,220135424,99.84759092330933,84807680
BBS20005.tfa,1.303741216659546,3690496,2.4219439029693604,193949696,43.21007966995239,86417408
BBS20006.tfa,1.3043813705444336,3731456,1.1114585399627686,97300480,34.18212294578552,72298496
BBS20007.tfa,0.6019659042358398,3440640,0.8045918941497803,192143360,17.14499521255493,60260352
BBS20008.tfa,0.20174789428710938,3162112,0.40384531021118164,31195136,6.918879270553589,59813888
BBS20009.tfa,0.402163028717041,3690496,0.30434131622314453,36798464,8.119878768920898,52441088
BBS20010.tfa,2.205724000930786,4071424,2.018566131591797,330534912,57.866347789764404,72499200
BBS20011.tfa,0.10148310661315918,159744,0.10155653953552246,348160,1.2044825553894043,47026176
BBS20012.tfa,0.302135705947876,3235840,0.3036625385284424,64409600,6.616748332977295,52822016
BBS20013.tfa,0.30169057846069336,3416064,0.3045945167541504,62078976,6.516645908355713,54067200
BBS20014.tfa,1.3039665222167969,3952640,2.0158157348632812,101847040,39.696805000305176,87138304
BBS20015.tfa,0.10161614418029785,344064,0.10117173194885254,348160,1.404822826385498,48586752
BBS20016.tfa,0.10143303871154785,0,0.10119152069091797,348160,2.1061079502105713,48537600
BBS20017.tfa,4.511714696884155,4132864,3.7321927547454834,388222976,126.46255278587341,84705280
BBS20018.tfa,2.106203556060791,3743744,1.7141180038452148,96395264,55.23177695274353,74104832
BBS20019.tfa,0.6031153202056885,3747840,0.6060457229614258,113971200,14.337517261505127,56700928
BBS20020.tfa,0.20156264305114746,3346432,0.20502471923828125,61407232,3.4093191623687744,49561600
BBS20021.tfa,3.409679412841797,4030464,3.9315850734710693,237252608,101.05635213851929,90648576
BBS20022.tfa,2.6071860790252686,3702784,3.324451208114624,184705024,82.2038197517395,110481408
BBS20023.tfa,0.40239453315734863,3448832,0.4041152000427246,46587904,8.321177959442139,56180736
BBS20024.tfa,0.10165238380432129,348160,0.10154867172241211,348160,1.3046832084655762,47890432
BBS20025.tfa,3.5086374282836914,3895296,3.325768232345581,173301760,105.44723844528198,100429824
BBS20026.tfa,0.7028939723968506,3604480,0.6079373359680176,102498304,16.741055727005005,60923904
BBS20027.tfa,0.5020959377288818,3690496,0.5047237873077393,83951616,11.327362537384033,57069568
BBS20028.tfa,1.4045913219451904,3747840,1.2108821868896484,117714944,38.088120222091675,68308992
BBS20029.tfa,0.10184001922607422,462848,0.10135984420776367,339968,0.9033739566802979,46616576
BBS20030.tfa,0.20184946060180664,3260416,0.3037984371185303,20373504,4.21133828163147,53198848
BBS20031.tfa,1.0035529136657715,3604480,1.6138207912445068,93347840,31.176194429397583,81281024
BBS20032.tfa,0.30167055130004883,3178496,0.5052745342254639,37216256,9.323241233825684,60309504
BBS20033.tfa,0.2021501064300537,3092480,0.30532264709472656,34148352,5.5141355991363525,54104064
BBS20034.tfa,1.5046827793121338,3710976,2.215641498565674,110977024,45.00938701629639,92688384
BBS20035.tfa,0.30185842514038086,3739648,0.3037590980529785,44789760,7.118150234222412,54648832
BBS20036.tfa,0.4019191265106201,3309568,0.6055760383605957,34582528,11.329571008682251,65277952
BBS20037.tfa,3.5088915824890137,3842048,4.530637264251709,172408832,103.86458015441895,124231680
BBS20038.tfa,0.20163941383361816,3297280,0.20424628257751465,25276416,4.21174955368042,52273152
BBS20039.tfa,6.816444635391235,4132864,9.866770505905151,327331840,212.9331133365631,154861568
BBS20040.tfa,5.313650369644165,3825664,4.734484672546387,201474048,153.1615767478943,119439360
BBS20041.tfa,1.3043067455291748,3764224,1.2098190784454346,94302208,37.1880202293396,69931008
