Dataset,ClustalW_Time,ClustalW_Memory,MUSCLE_Time,MUSCLE_Memory,T-Coffee_Time,T-Coffee_Memory
BB20001.tfa,0.2015070915222168,3219456,0.5035769939422607,132206592,4.614273309707642,53596160
BB20002.tfa,1.0039420127868652,4534272,3.9226834774017334,522481664,29.077972888946533,73060352
BB20003.tfa,7.317898511886597,4005888,9.068559408187866,544944128,227.50538158416748,131149824
BB20004.tfa,8.32036280632019,4419584,7.850781202316284,913649664,240.77839994430542,114667520
BB20005.tfa,2.005976915359497,3964928,3.6239054203033447,344948736,66.77670168876648,97038336
BB20006.tfa,1.3045282363891602,3735552,1.2095568180084229,128757760,35.98784685134888,72232960
BB20007.tfa,0.7029871940612793,3899392,0.8061275482177734,218210304,18.449666261672974,61370368
BB20008.tfa,4.210444450378418,5517312,19.68691325187683,891101184,180.4899730682373,180785152
BB20009.tfa,0.9037764072418213,3809280,0.9086332321166992,227106816,23.15864396095276,59482112
BB20010.tfa,6.215449810028076,4517888,6.948523998260498,739971072,179.72716546058655,87879680
BB20011.tfa,0.20166492462158203,3833856,0.40242767333984375,83726336,3.1091506481170654,51802112
BB20012.tfa,0.903881311416626,3878912,1.6129400730133057,518868992,29.28144359588623,68931584
BB20013.tfa,1.404858112335205,4259840,2.619774341583252,602427392,46.536826372146606,84643840
BB20014.tfa,2.206554651260376,4857856,5.432368040084839,342261760,80.40327739715576,113971200
BB20015.tfa,0.502640962600708,3870720,0.9096665382385254,137105408,12.633386850357056,70733824
BB20016.tfa,0.301938533782959,4132864,0.5049259662628174,158048256,7.2194366455078125,55947264
BB20017.tfa,5.914909839630127,4345856,5.645569324493408,546291712,171.3824007511139,95207424
BB20018.tfa,2.206411361694336,3899392,1.916804313659668,161583104,60.24143028259277,77742080
BB20019.tfa,1.0037646293640137,3842048,1.3156743049621582,455847936,27.375850439071655,63426560
BB20020.tfa,0.20154571533203125,3239936,0.3036234378814697,110039040,4.512521982192993,51818496
BB20021.tfa,8.721147537231445,4546560,11.073429107666016,699703296,273.5799329280853,129863680
BB20022.tfa,2.8072731494903564,3862528,3.730891227722168,217243648,92.33689284324646,117129216
BB20023.tfa,0.40207815170288086,3764224,0.5054993629455566,70397952,10.224851369857788,58863616
BB20024.tfa,0.9033284187316895,4030464,2.6190903186798096,588042240,31.992101430892944,82153472
BB20025.tfa,8.620759010314941,4333568,9.063968181610107,443432960,258.179630279541,155389952
BB20026.tfa,2.707540512084961,4157440,4.126938819885254,590413824,75.90165996551514,78008320
BB20027.tfa,1.2040700912475586,4255744,2.9181201457977295,566333440,42.51784372329712,77246464
BB20028.tfa,2.10595965385437,3960832,2.7155601978302,340627456,66.86515045166016,75792384
BB20029.tfa,0.10124421119689941,348160,0.2029421329498291,32890880,2.4074277877807617,50888704
BB20030.tfa,0.20160555839538574,3055616,0.5061154365539551,44531712,6.216624975204468,55087104
BB20031.tfa,1.1039204597473145,3502080,2.016104221343994,153309184,37.090083360672,88195072
BB20032.tfa,0.40191650390625,3633152,0.6055846214294434,51458048,11.829697370529175,62709760
BB20033.tfa,0.3016469478607178,3600384,0.4036750793457031,48283648,6.7173686027526855,55779328
BB20034.tfa,1.805631160736084,3948544,3.2222185134887695,248741888,55.93706011772156,99606528
BB20035.tfa,3.709700584411621,4390912,6.036886692047119,624644096,115.7966148853302,89927680
BB20036.tfa,0.80342698097229,3866624,2.7214019298553467,119758848,36.89601945877075,102653952
BB20037.tfa,6.816866874694824,4403200,9.967217445373535,815599616,216.80998158454895,167845888
BB20038.tfa,0.3022031784057617,3710976,0.3043558597564697,49680384,5.614314079284668,53813248
BB20039.tfa,9.72292709350586,4096000,14.295413494110107,460275712,314.5299458503723,185208832
BB20040.tfa,12.429724216461182,4665344,13.790140390396118,527974400,375.1512699127197,215183360
BB20041.tfa,5.9144062995910645,5292032,15.08491849899292,938328064,229.49612641334534,162316288
