Dataset,ClustalW_Time,ClustalW_Memory,MUSCLE_Time,MUSCLE_Memory,T-Coffee_Time,T-Coffee_Memory
BBS30001.tfa,2.6068527698516846,3883008,7.339120626449585,138186752,110.30992698669434,188805120
BBS30002.tfa,1.6052260398864746,3821568,1.912041187286377,427196416,44.52259683609009,75776000
BBS30003.tfa,9.12209701538086,4419584,91.74093866348267,487174144,563.902914762497,751927296
BBS30004.tfa,2.707644462585449,3637248,2.8227598667144775,232116224,80.70810341835022,100036608
BBS30005.tfa,4.4109132289886475,3829760,7.345171213150024,200654848,171.25611329078674,203997184
BBS30006.tfa,0.1012115478515625,348160,0.10128521919250488,327680,0.9035060405731201,46948352
BBS30007.tfa,0.10155820846557617,0,0.10120582580566406,176128,1.6054086685180664,48365568
BBS30008.tfa,1.4041080474853516,3878912,2.2184255123138428,262123520,45.517444372177124,85762048
BBS30009.tfa,0.10162234306335449,348160,0.30214715003967285,16539648,2.206987142562866,53055488
BBS30010.tfa,5.4138853549957275,4030464,4.8371498584747314,345169920,155.45307326316833,106536960
BBS30011.tfa,2.8078370094299316,3698688,3.1266326904296875,139235328,86.70850419998169,103755776
BBS30012.tfa,2.9080121517181396,3833856,4.630779027938843,169885696,95.8531105518341,144945152
BBS30013.tfa,7.017546892166138,4235264,17.69130849838257,366759936,276.0931296348572,287989760
BBS30014.tfa,0.6028192043304443,3637248,0.9090495109558105,70762496,18.741770267486572,73297920
BBS30015.tfa,0.10167670249938965,348160,0.10134196281433105,176128,1.3041276931762695,48029696
BBS30016.tfa,0.10134720802307129,303104,0.10147643089294434,348160,1.9059720039367676,53985280
BBS30017.tfa,0.20154809951782227,3633152,0.2036604881286621,75190272,3.309591770172119,50950144
BBS30018.tfa,3.408747911453247,3633152,4.232379674911499,149897216,110.6694107055664,117354496
BBS30019.tfa,0.502434253692627,3743744,0.7058305740356445,85061632,14.234704732894897,66887680
BBS30020.tfa,0.20152616500854492,3174400,0.5054214000701904,28286976,6.8196563720703125,66527232
BBS30021.tfa,3.809943199157715,3973120,32.235817432403564,223260672,221.03361177444458,421851136
BBS30022.tfa,0.30203962326049805,3284992,0.8039407730102539,40824832,11.028984308242798,67379200
BBS30023.tfa,2.105942487716675,3366912,6.53564453125,175190016,82.41405606269836,156553216
BBS30024.tfa,1.2042138576507568,3735552,2.920121908187866,147083264,52.63772106170654,123588608
BBS30025.tfa,0.30194878578186035,3633152,1.4073467254638672,41267200,14.84508752822876,86917120
BBS30026.tfa,4.41140079498291,3764224,8.449160099029541,268423168,160.25950574874878,211906560
BBS30027.tfa,0.10160493850708008,348160,0.10122108459472656,344064,1.003018856048584,47038464
BBS30028.tfa,5.914759159088135,3964928,8.653843402862549,205934592,198.30008101463318,177418240
BBS30029.tfa,10.625785112380981,4259840,20.421969890594482,412286976,376.7299509048462,296083456
BBS30030.tfa,1.9054057598114014,3747840,2.6163809299468994,169992192,63.9592080116272,110567424
